name,part_url,type,interface,capacity,color,manufacturer,part_number,rpm,form_factor
Lexar Professional SL600,https://pcpartpicker.com/product/rWqrxr/lexar-professional-sl600-2-tb-external-ssd-lsl600x002t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,Lexar,LSL600X002T-RNBNG,,External
Kingston XS1000,https://pcpartpicker.com/product/G8bRsY/kingston-xs1000-1-tb-external-ssd-sxs10001000g,SSD,USB Type-C 3.2 Gen 2,1000,Black,Kingston,SXS1000/1000G,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/vnCCmG/western-digital-elements-20-tb-external-hard-drive-wdbwlg0200hbk-nesn,HDD,USB Type-A 3.2 Gen 1,20000,Black,Western Digital,WDBWLG0200HBK-NESN|WDBBKG0200HBK-AESN,,External
Corsair EX400U,https://pcpartpicker.com/product/LZZWGX/corsair-ex400u-1-tb-external-ssd-cssd-ex400u1tb,SSD,USB Type-C 4.0 Gen 3x2,1000,Black,Corsair,CSSD-EX400U1TB,,External
Crucial X9 Pro,https://pcpartpicker.com/product/spzXsY/crucial-x9-pro-1-tb-external-ssd-ct1000x9prossd902,SSD,USB Type-C 3.2 Gen 2,1000,Silver,Crucial,CT1000X9PROSSD902,,External
Crucial X10,https://pcpartpicker.com/product/fcgZxr/crucial-x10-2-tb-external-ssd-ct2000x10ssd9,SSD,USB Type-C 3.2 Gen 2x2,2000,Blue,Crucial,CT2000X10SSD9,,External
Kingston XS1000,https://pcpartpicker.com/product/MhFmP6/kingston-xs1000-2-tb-external-ssd-sxs10002000g,SSD,USB Type-C 3.2 Gen 2,2000,Black,Kingston,SXS1000/2000G,,External
Crucial X9 Pro,https://pcpartpicker.com/product/yWzXsY/crucial-x9-pro-2-tb-external-ssd-ct2000x9prossd902,SSD,USB Type-C 3.2 Gen 2,2000,Silver,Crucial,CT2000X9PROSSD902,,External
Corsair EX100U,https://pcpartpicker.com/product/fywypg/corsair-ex100u-1-tb-external-ssd-cssd-ex100u1tb,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Corsair,CSSD-EX100U1TB,,External
Lexar ARMOR 700,https://pcpartpicker.com/product/jZNYcf/lexar-armor-700-4-tb-external-ssd-lar700x004t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,4000,Black,Lexar,LAR700X004T-RNBNG,,External
MSI DATAMAG,https://pcpartpicker.com/product/7LFCmG/msi-datamag-2-tb-external-ssd-datamag2tb,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,MSI,DataMAG2TB,,External
Western Digital My Passport,https://pcpartpicker.com/product/rXgQzy/western-digital-2-tb-external-hard-drive-wdbyvg0020bbl-wesn,HDD,USB Type-A 3.2 Gen 1,2000,Blue,Western Digital,WDBYVG0020BBL-WESN,5400.0,External
Western Digital easystore,https://pcpartpicker.com/product/xtGhP6/western-digital-easystore-20-tb-external-hard-drive-wdbama0200hbk-nesn,HDD,USB Type-A,20000,Black,Western Digital,WDBAMA0200HBK-NESN,5400.0,External
Western Digital My Passport,https://pcpartpicker.com/product/6d3mP6/western-digital-4-tb-external-hard-drive-wdbpkj0040bbl-wesn,HDD,USB Type-A 3.2 Gen 1,4000,Blue,Western Digital,WDBPKJ0040BBL-WESN,5400.0,External
Western Digital My Book Duo,https://pcpartpicker.com/product/FPFKHx/western-digital-my-book-duo-16-tb-external-hard-drive-wdbfbe0160jbk-nesn,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",16000,Black,Western Digital,WDBFBE0160JBK-NESN,7200.0,External
Seagate Expansion,https://pcpartpicker.com/product/BccMnQ/seagate-external-hard-drive-steb5000100,HDD,USB Type-A 3.2 Gen 1,5000,,Seagate,STEB5000100,,External
Samsung T5,https://pcpartpicker.com/product/qXQG3C/samsung-t5-500-gb-external-ssd-mu-pa500bam,SSD,USB Type-C 3.2 Gen 1,500,,Samsung,MU-PA500B/AM,,External
Seagate Expansion,https://pcpartpicker.com/product/wMRgXL/seagate-expansion-10-tb-external-hard-drive-steb10000400,HDD,USB Type-A 3.2 Gen 1,10000,Black,Seagate,STEB10000400,5400.0,External
Western Digital easystore,https://pcpartpicker.com/product/CRrYcf/western-digital-easystore-14-tb-external-hard-drive-wdbama0140hbk-nesn,HDD,USB Type-A 3.2 Gen 1,14000,Black,Western Digital,WDBAMA0140HBK-NESN,,External
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/DJgrxr/sabrent-rocket-nano-v2-4-tb-external-ssd-sb-4tb-nav2,SSD,USB Type-C 3.2 Gen 2x2,4000,Black,Sabrent,SB-4TB-NAV2,,External
Seagate Barracuda Fast,https://pcpartpicker.com/product/BsjNnQ/seagate-barracuda-fast-1-tb-external-ssd-stjm1000400,SSD,USB Type-C,1000,Black,Seagate,STJM1000400,,External
Seagate One Touch,https://pcpartpicker.com/product/Z37G3C/seagate-one-touch-2-tb-external-hard-drive-stkg2000400,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000,Black,Seagate,STKG2000400,5400.0,External
Seagate Game Drive Xbox GamePass Edition,https://pcpartpicker.com/product/2DGnTW/seagate-game-drive-xbox-gamepass-edition-4-tb-external-hard-drive-stea4000407,HDD,USB Type-A 3.2 Gen 1,4000,White,Seagate,STEA4000407,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/486p99/seagate-one-touch-16-tb-external-hard-drive-stlc16000400,HDD,USB Type-A 3.2 Gen 1,16000,Black,Seagate,STLC16000400,,External
Crucial X10,https://pcpartpicker.com/product/43Nscf/crucial-x10-1-tb-external-ssd-ct1000x10ssd9,SSD,USB Type-C 3.2 Gen 2x2,1000,Blue,Crucial,CT1000X10SSD9,,External
Crucial X10,https://pcpartpicker.com/product/nhvscf/crucial-x10-4-tb-external-ssd-ct4000x10ssd9,SSD,USB Type-C 3.2 Gen 2x2,4000,Blue,Crucial,CT4000X10SSD9,,External
Samsung T9 Portable,https://pcpartpicker.com/product/pFHqqs/samsung-t9-portable-1-tb-external-ssd-mu-pg1t0bam,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Samsung,MU-PG1T0B/AM|MU-PG1T0B,,External
Crucial X10 Pro,https://pcpartpicker.com/product/PJgrxr/crucial-x10-pro-1-tb-external-ssd-ct1000x10prossd902,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Crucial,CT1000X10PROSSD902,,External
Corsair EX100U,https://pcpartpicker.com/product/N67G3C/corsair-ex100u-4-tb-external-ssd-cssd-ex100u4tb,SSD,USB Type-C 3.2 Gen 2x2,4000,Black,Corsair,CSSD-EX100U4TB,,External
Seagate One Touch,https://pcpartpicker.com/product/XtzhP6/seagate-one-touch-5-tb-external-hard-drive-stkc5000400,HDD,USB Type-A 3.2 Gen 1,5000,Black,Seagate,STKC5000400,5400.0,External
Western Digital My Book Duo,https://pcpartpicker.com/product/R4MTwP/western-digital-my-book-duo-24-tb-external-hard-drive-wdbfbe0240jbk-nesn,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",24000,Black,Western Digital,WDBFBE0240JBK-NESN,7200.0,External
Crucial X6,https://pcpartpicker.com/product/4fQcCJ/crucial-x6-1-tb-external-ssd-ct1000x6ssd9,SSD,USB Type-C 3.2 Gen 2,1000,Black,Crucial,CT1000X6SSD9,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/J8m2FT/western-digital-elements-22-tb-external-hard-drive-wdbwlg0220hbk-nesn,HDD,USB Type-A 3.2 Gen 1,22000,Black,Western Digital,WDBWLG0220HBK-NESN|WDBBKG0220HBK-AESN,,External
Silicon Power PC60,https://pcpartpicker.com/product/FxWJ7P/silicon-power-pc60-512-gb-external-ssd-sp512gbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,512,Black,Silicon Power,SP512GBPSDPC60CK,,External
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/YtjRsY/teamgroup-pd20-eco-mini-4-tb-external-ssd-tpseg4004t0c102,SSD,USB Type-C,4000,White / Green,TEAMGROUP,TPSEG4004T0C102,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/P3BFf7/western-digital-elements-24-tb-external-hard-drive-wdbwlg0240hbk-nesn,HDD,USB Type-A 3.2 Gen 1,24000,Black,Western Digital,WDBWLG0240HBK-NESN|WDBBKG0240HBK-AESN,,External
Toshiba Canvio Desk,https://pcpartpicker.com/product/JpZQzy/toshiba-external-hard-drive-hdwc240xk3j1,HDD,USB Type-A 3.2 Gen 1,4000,,Toshiba,HDWC240XK3J1,7200.0,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/FCfp99/buffalo-technology-external-hard-drive-ssdwa512t,HDD,Thunderbolt,512,,Buffalo Technology,SSD-WA512T,,External
Apricorn Aegis Fortress L3,https://pcpartpicker.com/product/QxdG3C/apricorn-aegis-fortress-l3-8-tb-external-ssd-afl3-s8tb,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",8000,Black,Apricorn,AFL3-S8TB,,External
Seagate Barracuda Fast,https://pcpartpicker.com/product/jhYQzy/seagate-barracuda-fast-2-tb-external-ssd-stjm2000400,SSD,USB Type-C,2000,Black,Seagate,STJM2000400,,External
Seagate One Touch,https://pcpartpicker.com/product/YCH7YJ/seagate-one-touch-2-tb-external-hard-drive-stkg2000401,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",2000,Silver,Seagate,STKG2000401,5400.0,External
Western Digital My Passport,https://pcpartpicker.com/product/mvH8TW/western-digital-1-tb-external-hard-drive-wdbyvg0010bbl-wesn,HDD,USB Type-A 3.2 Gen 1,1000,Blue,Western Digital,WDBYVG0010BBL-WESN,5400.0,External
Western Digital My Passport,https://pcpartpicker.com/product/fwcRsY/western-digital-my-passport-4-tb-external-hard-drive-wdbyft0040bbk-wesn,HDD,USB Type-A 3.2 Gen 1,4000,Black,Western Digital,WDBYFT0040BBK-WESN,,External
LaCie Rugged,https://pcpartpicker.com/product/W87wrH/lacie-external-hard-drive-9000299,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",2000,,LaCie,9000299,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/ynZQzy/western-digital-external-hard-drive-wdbu6y0020bbknesn,HDD,USB Type-A 3.2 Gen 1,2000,,Western Digital,WDBU6Y0020BBK-NESN,,External
Western Digital easystore,https://pcpartpicker.com/product/ZXytt6/western-digital-easystore-18-tb-external-hard-drive-wdbama0180hbk-nesn,HDD,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",18000,Black,Western Digital,WDBAMA0180HBK-NESN,5400.0,External
TEAMGROUP M200,https://pcpartpicker.com/product/xsDQzy/teamgroup-m200-2-tb-external-ssd-t8fed9002t0c102,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,TEAMGROUP,T8FED9002T0C102,,External
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/yDV2FT/sabrent-rocket-nano-rugged-1-tb-external-ssd-sb-1tb-nawp,SSD,USB Type-C 3.2 Gen 2,1000,Silver,Sabrent,SB-1TB-NAWP,,External
Seagate Expansion,https://pcpartpicker.com/product/dZ3mP6/seagate-expansion-16-tb-external-hard-drive-steb16000400,HDD,USB Type-A 3.2 Gen 1,16000,Black,Seagate,STEB16000400,,External
Lexar Professional SL600,https://pcpartpicker.com/product/2TcgXL/lexar-professional-sl600-1-tb-external-ssd-lsl600x001t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Lexar,LSL600X001T-RNBNG,,External
Samsung T7 Shield,https://pcpartpicker.com/product/7X8bt6/samsung-t7-shield-2-tb-external-ssd-mu-pe2t0ram,SSD,USB Type-C 3.2 Gen 2,2000,Blue,Samsung,MU-PE2T0R/AM,,External
Seagate One Touch,https://pcpartpicker.com/product/TwRYcf/seagate-one-touch-8-tb-external-hard-drive-stlc8000400,HDD,USB Type-A 3.2 Gen 1,8000,Black,Seagate,STLC8000400,,External
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/xtrqqs/silicon-power-bolt-b75-pro-1-tb-external-ssd-sp010tbpsd75psck,SSD,USB Type-C 3.2 Gen 2,1000,Black,Silicon Power,SP010TBPSD75PSCK,,External
Western Digital My Passport,https://pcpartpicker.com/product/ZD6qqs/western-digital-5-tb-external-hard-drive-wdbpkj0050brd-wesn,HDD,USB Type-A 3.2 Gen 1,5000,Red,Western Digital,WDBPKJ0050BRD-WESN,5400.0,External
Seagate Expansion,https://pcpartpicker.com/product/mFgFf7/seagate-expansion-14-tb-external-hard-drive-steb14000402,HDD,USB Type-A 3.2 Gen 1,14000,Black,Seagate,STEB14000402,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/BDGbt6/seagate-one-touch-4-tb-external-hard-drive-stlc4000400,HDD,USB Type-A 3.2 Gen 1,4000,Black,Seagate,STLC4000400,,External
Samsung T7 Portable,https://pcpartpicker.com/product/bhfnTW/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0kww,SSD,USB Type-C 3.2 Gen 2,1000,Black,Samsung,MU-PC1T0K/WW,,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/DXqrxr/apricorn-padlock-dt-fips-16-tb-external-hard-drive-adt-3pl256f-16tb,HDD,USB Type-A 3.2 Gen 1,16000,Black,Apricorn,ADT-3PL256F-16TB,5400.0,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/gj4NnQ/western-digital-external-hard-drive-wdbwlg0040hbknesn,HDD,USB Type-A 3.2 Gen 1,4000,,Western Digital,WDBWLG0040HBK-NESN,,External
Lexar SL500,https://pcpartpicker.com/product/jLRwrH/lexar-sl500-1-tb-external-ssd-lsl500x001t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Lexar,LSL500X001T-RNBNG,,External
Apricorn NVX,https://pcpartpicker.com/product/9PdG3C/apricorn-nvx-1-tb-external-ssd-anvx-1tb,SSD,USB Type-C 3.2 Gen 2,1000,Black,Apricorn,ANVX-1TB,,External
Seagate One Touch,https://pcpartpicker.com/product/zwddnQ/seagate-one-touch-1-tb-external-hard-drive-stkg1000400,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000,Black,Seagate,STKG1000400,5400.0,External
ADATA DashDrive Durable HD650,https://pcpartpicker.com/product/s3K7YJ/a-data-external-hard-drive-ahd6501tu3cbk,HDD,USB Type-A 3.2 Gen 1,1000,,ADATA,AHD650-1TU3-CBK|AHD650-1TU31-CBK,,External
Western Digital My Book,https://pcpartpicker.com/product/2sK2FT/western-digital-my-book-10-tb-external-hard-drive-wdbbgb0100hbk-nesn,HDD,USB Type-A 3.2 Gen 1,10000,Black,Western Digital,WDBBGB0100HBK-NESN,,External
G-Technology G-DRIVE,https://pcpartpicker.com/product/FHZ2FT/g-technology-2tb-external-hard-drive-0g02530,HDD,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",2000,,G-Technology,0G02530,7200.0,External
Seagate Backup Plus,https://pcpartpicker.com/product/Hgs8TW/seagate-external-hard-drive-stdt8000100,HDD,USB Type-A 3.2 Gen 1,8000,,Seagate,STDT8000100,,External
LaCie 5big,https://pcpartpicker.com/product/t2tCmG/lacie-external-hard-drive-9000462u,HDD,Thunderbolt,25000,,LaCie,9000462U,7200.0,External
Western Digital My Book Studio,https://pcpartpicker.com/product/tcdqqs/western-digital-external-hard-drive-wdbhml0040halnesn,HDD,USB Type-A 3.2 Gen 1,4000,,Western Digital,WDBHML0040HAL-NESN,,External
Western Digital My Book Essential,https://pcpartpicker.com/product/bY4gXL/western-digital-external-hard-drive-wdbacw0010hbknesn,HDD,USB Type-A 3.2 Gen 1,1000,,Western Digital,WDBACW0010HBK-NESN,,External
Apricorn Padlock SSD,https://pcpartpicker.com/product/ftyH99/apricorn-padlock-ssd-4-tb-external-ssd-assd-3pl256-4tbf,SSD,USB Type-A 3.2 Gen 1,4000,Black,Apricorn,ASSD-3PL256-4TBF,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/ZPdG3C/apricorn-aegis-padlock-30-16-tb-external-ssd-a25-3pl256-s16tb,SSD,USB Type-A 3.2 Gen 1,16000,Black,Apricorn,A25-3PL256-S16TB,,External
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/jKQKHx/apricorn-aegis-padlock-30-512-gb-external-ssd-a25-3pl256-s512,SSD,USB Type-A 3.2 Gen 1,512,Black,Apricorn,A25-3PL256-S512,,External
Silicon Power PC60,https://pcpartpicker.com/product/KkzXsY/silicon-power-pc60-256-gb-external-ssd-sp256gbpsdpc60ck,SSD,USB Type-C 3.2 Gen 2,256,Black,Silicon Power,SP256GBPSDPC60CK,,External
Seagate Expansion,https://pcpartpicker.com/product/C2jRsY/seagate-expansion-2-tb-external-ssd-stlh2000400,SSD,USB Type-C 3.2 Gen 1,2000,Black,Seagate,STLH2000400,,External
Verbatim Vx460,https://pcpartpicker.com/product/JrNxFT/verbatim-vx460-256-gb-external-ssd-70382,SSD,USB Type-A 3.2 Gen 1,256,Black,Verbatim,70382,,External
Crucial X8,https://pcpartpicker.com/product/NhbTwP/crucial-x8-1-tb-external-ssd-ct1000x8ssd9,SSD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",1000,Black,Crucial,CT1000X8SSD9,,External
Seagate One Touch,https://pcpartpicker.com/product/v7QcCJ/seagate-one-touch-4-tb-external-hard-drive-stkc4000404,HDD,USB Type-A 3.2 Gen 1,4000,Gray,Seagate,STKC4000404,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/WTQcCJ/seagate-one-touch-500-gb-external-hard-drive-stkg500400,HDD,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",500,Black,Seagate,STKG500400,5400.0,External
Asus FX HDD,https://pcpartpicker.com/product/g7WBD3/asus-fx-hdd-2-tb-external-hard-drive-ehd-a2t,HDD,USB Type-A 3.2 Gen 2,2000,Black,Asus,EHD-A2T,,External
Transcend StoreJet,https://pcpartpicker.com/product/TxyFf7/transcend-storejet-2tb-external-hard-drive-ts2tsj25h3p,HDD,USB Type-A 3.2 Gen 1,2000,,Transcend,TS2TSJ25H3P,5400.0,External
Toshiba Canvio Slim II,https://pcpartpicker.com/product/rY4gXL/toshiba-external-hard-drive-hdtd210xs3e1,HDD,USB Type-A 3.2 Gen 1,1000,,Toshiba,HDTD210XS3E1,5400.0,External
Seagate Backup Plus Slim,https://pcpartpicker.com/product/M3K7YJ/seagate-external-hard-drive-stdr2000103,HDD,USB Type-A 3.2 Gen 1,2000,,Seagate,STDR2000103,,External
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/hk4gXL/buffalo-technology-external-hard-drive-hdpz500u3b,HDD,USB Type-A 3.2 Gen 1,500,,Buffalo Technology,HD-PZ500U3B,,External
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/QqTp99/kioxia-exceria-plus-1-tb-external-ssd-lxd10s001tg8,SSD,USB Type-C 3.2 Gen 2,1000,Gray,KIOXIA,LXD10S001TG8,,External
Corsair EX300U,https://pcpartpicker.com/product/frXMnQ/corsair-ex300u-1-tb-external-ssd-cssd-ex300u1tb,SSD,USB Type-C 3.2 Gen 2,1000,Black,Corsair,CSSD-EX300U1TB,,External
Corsair EX300U,https://pcpartpicker.com/product/nTRnTW/corsair-ex300u-2-tb-external-ssd-cssd-ex300u2tb,SSD,USB Type-C 3.2 Gen 2,2000,Black,Corsair,CSSD-EX300U2TB,,External
Corsair EX300U,https://pcpartpicker.com/product/Nnrp99/corsair-ex300u-4-tb-external-ssd-cssd-ex300u4tb,SSD,USB Type-C 3.2 Gen 2,4000,Black,Corsair,CSSD-EX300U4TB,,External
Samsung T7 Shield,https://pcpartpicker.com/product/qp6p99/samsung-t7-shield-2-tb-external-ssd-mu-pe2t0kam,SSD,USB Type-C 3.2 Gen 2,2000,Beige,Samsung,MU-PE2T0K/AM,,External
Lexar SL210,https://pcpartpicker.com/product/7ZTZxr/lexar-sl210-2-tb-external-ssd-lsl210x002t-rnnng,SSD,USB Type-C 3.2 Gen 1,2000,Black,Lexar,LSL210X002T-RNNNG,,External
Western Digital My Passport,https://pcpartpicker.com/product/2nWBD3/western-digital-2-tb-external-hard-drive-wdbyvg0020brd-wesn,HDD,USB Type-A 3.2 Gen 1,2000,Red,Western Digital,WDBYVG0020BRD-WESN,5400.0,External
Western Digital My Book,https://pcpartpicker.com/product/8vYQzy/western-digital-my-book-12-tb-external-hard-drive-wdbbgb0120hbk-nesn,HDD,USB Type-A 3.2 Gen 2,12000,Black,Western Digital,WDBBGB0120HBK-NESN,,External
Corsair EX400U,https://pcpartpicker.com/product/G8JBD3/corsair-ex400u-2-tb-external-ssd-cssd-ex400u2tb,SSD,USB Type-C 4.0 Gen 3x2,2000,Black,Corsair,CSSD-EX400U2TB,,External
SanDisk Extreme Portable V2,https://pcpartpicker.com/product/yFYmP6/sandisk-extreme-portable-v2-500-gb-external-ssd-sdssde61-500g-g25,SSD,USB Type-C 3.2 Gen 1,500,Black / Orange,SanDisk,SDSSDE61-500G-G25,,External
Seagate Expansion with Rescue Data Recovery Services,https://pcpartpicker.com/product/yMKnTW/seagate-expansion-amer-14-tb-external-hard-drive-stkp14000402,HDD,USB Type-A 3.2 Gen 1,14000,,Seagate,STKP14000402,5400.0,External
Kingston XS2000,https://pcpartpicker.com/product/DLFmP6/kingston-xs2000-1-tb-external-ssd-sxs20001000g,SSD,USB Type-C 3.2 Gen 2x2,1000,Silver,Kingston,SXS2000/1000G,,External
Crucial X6,https://pcpartpicker.com/product/ZTQcCJ/crucial-x6-4-tb-external-ssd-ct4000x6ssd9,SSD,USB Type-C 3.2 Gen 2,4000,Black,Crucial,CT4000X6SSD9,,External
Seagate Expansion,https://pcpartpicker.com/product/8TsV3C/seagate-expansion-18-tb-external-hard-drive-stkp18000400,HDD,USB Type-A 3.2 Gen 1,18000,Black,Seagate,STKP18000400,5400.0,External
Seagate STEB6000403,https://pcpartpicker.com/product/WQyqqs/seagate-6-tb-external-hard-drive-steb6000403,HDD,USB Type-A 3.2 Gen 1,6000,Black,Seagate,STEB6000403,,External
Seagate One Touch,https://pcpartpicker.com/product/PP4Ycf/seagate-one-touch-6-tb-external-hard-drive-stlc6000400,HDD,USB Type-A 3.2 Gen 1,6000,Black,Seagate,STLC6000400,,External
Western Digital easystore,https://pcpartpicker.com/product/JmX2FT/western-digital-easystore-8tb-external-hard-drive-wdbcka0080hbk-nesn,HDD,USB Type-A 3.2 Gen 1,8000,,Western Digital,WDBCKA0080HBK-NESN,,External
Lexar ARMOR 700,https://pcpartpicker.com/product/W4cgXL/lexar-armor-700-2-tb-external-ssd-lar700x002t-rnbng,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,Lexar,LAR700X002T-RNBNG,,External
TEAMGROUP PD20M Mag,https://pcpartpicker.com/product/q2DQzy/teamgroup-pd20m-mag-1-tb-external-ssd-tpseg2001t0c108,SSD,USB Type-C 3.2 Gen 2,1000,Black,TEAMGROUP,TPSEG2001T0C108,,External
Samsung T7 Portable,https://pcpartpicker.com/product/8KmFf7/samsung-t7-portable-500-gb-external-ssd-mu-pc500ram,SSD,USB Type-C 3.2 Gen 1,500,Red / Silver,Samsung,MU-PC500R/AM,,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/PLLdnQ/apricorn-aegis-padlock-dt-10-tb-external-hard-drive-adt-3pl256-10tb,HDD,USB Type-A 3.2 Gen 1,10000,Black,Apricorn,ADT-3PL256-10TB,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/dBKKHx/seagate-one-touch-12-tb-external-hard-drive-stlc12000400,HDD,USB Type-A 3.2 Gen 1,12000,Black,Seagate,STLC12000400,,External
Apricorn Aegis Fortress,https://pcpartpicker.com/product/rhLdnQ/apricorn-aegis-fortress-16-tb-external-ssd-a25-3pl256-s16tbf,SSD,USB Type-A 3.2 Gen 1,16000,Black,Apricorn,A25-3PL256-S16TBF,,External
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/8X3NnQ/silicon-power-bolt-b75-pro-512-gb-external-ssd-sp512gbpsd75psck,SSD,USB Type-C 3.2 Gen 2,512,Black,Silicon Power,SP512GBPSD75PSCK,,External
Seagate One Touch,https://pcpartpicker.com/product/CnxRsY/seagate-one-touch-2-tb-external-hard-drive-stkb2000403,HDD,USB Type-A 3.2 Gen 1,2000,Red,Seagate,STKB2000403,5400.0,External
Seagate One Touch,https://pcpartpicker.com/product/MYkWGX/seagate-one-touch-2-tb-external-hard-drive-stkb2000400,HDD,USB Type-A 3.2 Gen 1,2000,Black,Seagate,STKB2000400,5400.0,External
Western Digital My Passport,https://pcpartpicker.com/product/zRLwrH/western-digital-4-tb-external-hard-drive-wdbpkj0040bwt-wesn,HDD,USB Type-A 3.2 Gen 1,4000,White,Western Digital,WDBPKJ0040BWT-WESN,5400.0,External
LaCie Rugged Mini,https://pcpartpicker.com/product/WpyFf7/lacie-external-hard-drive-301558,HDD,USB Type-A 3.2 Gen 1,1000,,LaCie,301558|LAC301558,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/hxdG3C/apricorn-aegis-padlock-dt-20-tb-external-hard-drive-adt-3pl256-20tb,HDD,USB Type-A 3.2 Gen 1,20000,Black,Apricorn,ADT-3PL256-20TB,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/vCP8TW/apricorn-aegis-padlock-dt-16-tb-external-hard-drive-adt-3pl256-16tb,HDD,USB Type-A 3.2 Gen 1,16000,Black,Apricorn,ADT-3PL256-16TB,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/dwJp99/apricorn-aegis-padlock-dt-8-tb-external-hard-drive-adt-3pl256-8000,HDD,USB Type-A 3.2 Gen 1,8000,Black,Apricorn,ADT-3PL256-8000,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/yR9wrH/apricorn-aegis-padlock-dt-4-tb-external-hard-drive-adt-3pl256-4000,HDD,USB Type-A 3.2 Gen 1,4000,Black,Apricorn,ADT-3PL256-4000,5400.0,External
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/MKQKHx/apricorn-padlock-dt-fips-8-tb-external-hard-drive-adt-3pl256f-8000,HDD,USB Type-A 3.2 Gen 1,8000,Black,Apricorn,ADT-3PL256F-8000,5400.0,External
Seagate Backup Plus Hub,https://pcpartpicker.com/product/fjGbt6/seagate-backup-plus-hub-14-tb-external-hard-drive-stel14000400,HDD,USB Type-A 3.2 Gen 1,14000,Black,Seagate,STEL14000400,5400.0,External
LaCie Porsche Design,https://pcpartpicker.com/product/xxstt6/lacie-porsche-design-2-tb-external-hard-drive-lac9000459,HDD,USB Type-A 3.2 Gen 1,2000,Silver,LaCie,LAC9000459,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/RJvqqs/western-digital-elements-6-tb-external-hard-drive-wdbwlg0060hbk-nesn,HDD,USB Type-A 3.2 Gen 1,6000,Black,Western Digital,WDBWLG0060HBK-NESN,,External
Western Digital My Book Duo,https://pcpartpicker.com/product/KqRgXL/western-digital-my-book-duo-8-tb-external-hard-drive-wdbfbe0080jbk-nesn,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",8000,Black,Western Digital,WDBFBE0080JBK-NESN,7200.0,External
Western Digital easystore,https://pcpartpicker.com/product/z7zkcf/western-digital-easystore-4-tb-external-hard-drive-wdbcka0040hbk-nesn,HDD,USB Type-A 3.2 Gen 1,4000,Black,Western Digital,WDBCKA0040HBK-NESN,,External
G-Technology G-DRIVE,https://pcpartpicker.com/product/KN4NnQ/g-technology-4tb-external-hard-drive-0g02538,HDD,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",4000,,G-Technology,0G02538,7200.0,External
