name,part_url,price,type,interface,capacity,price_per_gb,color
Samsung T1,https://pcpartpicker.com/product/H6hj4D/samsung-external-hard-drive-mups1t0bam,,Portable,USB Type-A 3.2 Gen 1,1000,,
Toshiba Canvio Slim II,https://pcpartpicker.com/product/v2tCmG/toshiba-external-hard-drive-hdtd210xk3e1,,Portable,USB Type-A 3.2 Gen 1,1000,,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/Ckh9TW/apricom-external-hard-drive-a25ple2561000,,Portable,"eSATA 3.0 Gb/s, USB Type-A 2.0",1000,,
Apricorn Aegis Portable 3.0,https://pcpartpicker.com/product/2zzv6h/apricom-external-hard-drive-a253usb500,,Portable,USB Type-A 3.2 Gen 1,500,,
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/B6vRsY/apricom-external-hard-drive-a253pl256500f,210.45,Portable,USB Type-A 3.2 Gen 1,500,0.421,
ADATA DashDrive Durable HD650,https://pcpartpicker.com/product/4WV48d/a-data-external-hard-drive-ahd6501tu3crd,101.56,Portable,USB Type-A 3.2 Gen 1,1000,0.102,
Hitachi HGST Touro Mobile,https://pcpartpicker.com/product/Yszv6h/hitachi-external-hard-drive-0s03454,,Portable,USB Type-A 3.2 Gen 1,1000,,
Seagate Backup Plus,https://pcpartpicker.com/product/f87wrH/seagate-external-hard-drive-stdr2000100,,Portable,USB Type-A 3.2 Gen 1,2000,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/B2phP6/western-digital-external-hard-drive-wdbuzg5000abknesn,,Portable,USB Type-A 3.2 Gen 1,500,,
Western Digital My Passport Air,https://pcpartpicker.com/product/j3qdnQ/western-digital-external-hard-drive-wdbblw5000aalnesn,,Portable,USB Type-A 3.2 Gen 1,500,,
LaCie Porsche Design,https://pcpartpicker.com/product/dVh9TW/lacie-external-hard-drive-302000,,Portable,USB Type-A 3.2 Gen 1,1000,,
LaCie Rugged Mini,https://pcpartpicker.com/product/v7fp99/lacie-external-hard-drive-301556,,Portable,USB Type-A 3.2 Gen 1,500,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/Bb4gXL/buffalo-technology-external-hard-drive-hdpz500u3r,,Portable,USB Type-A 3.2 Gen 1,500,,
Lexar ARMOR 700,https://pcpartpicker.com/product/bKvD4D/lexar-armor-700-1-tb-external-ssd-lar700x001t-rnbng,109.99,Portable,USB Type-C 3.2 Gen 2x2,1000,0.11,Black
Samsung T7 Shield,https://pcpartpicker.com/product/rDYmP6/samsung-t7-shield-1-tb-external-ssd-mu-pe1t0ram,234.99,Portable,USB Type-C 3.2 Gen 2,1000,0.235,Blue
TEAMGROUP PD1000,https://pcpartpicker.com/product/9rNYcf/teamgroup-pd1000-2-tb-external-ssd-t8fed6002t0c108,182.99,Portable,USB Type-C 3.2 Gen 2,2000,0.091,Teal
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/T36NnQ/teamgroup-pd20-eco-mini-1-tb-external-ssd-tpseg4001t0c102,126.99,Portable,USB Type-C,1000,0.127,White / Green
Crucial X8,https://pcpartpicker.com/product/ngGbt6/crucial-x8-2-tb-external-ssd-ct2000x8ssd9,,Portable,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 2",2000,,Black
Seagate One Touch,https://pcpartpicker.com/product/fgGbt6/seagate-one-touch-1-tb-external-hard-drive-stkb1000400,,Portable,USB Type-A 3.2 Gen 1,1000,,Black
Samsung T7 Shield,https://pcpartpicker.com/product/t8Gbt6/samsung-t7-shield-1-tb-external-ssd-mu-pe1t0kam,189.99,Portable,USB Type-C 3.2 Gen 2,1000,0.19,Beige
Crucial X10,https://pcpartpicker.com/product/N4ZWGX/crucial-x10-6-tb-external-ssd-ct6000x10ssd9,639.99,Portable,USB Type-C 3.2 Gen 2x2,6000,0.107,Blue
TEAMGROUP M200,https://pcpartpicker.com/product/8rNYcf/teamgroup-m200-1-tb-external-ssd-t8fed9001t0c102,,Portable,USB Type-C 3.2 Gen 2x2,1000,,Black
Lexar SL200,https://pcpartpicker.com/product/xtfxFT/lexar-sl200-1-tb-external-ssd-lsl200x001t-rnnnu,,Portable,USB Type-C 3.2 Gen 1,1000,,Black
TEAMGROUP PD20M Mag,https://pcpartpicker.com/product/gcsV3C/teamgroup-pd20m-mag-2-tb-external-ssd-tpseg2002t0c108,172.99,Portable,USB Type-C 3.2 Gen 2,2000,0.086,Black
Silicon Power PC60,https://pcpartpicker.com/product/RHJp99/silicon-power-pc60-1-tb-external-ssd-sp010tbpsdpc60ck,342.42,Portable,USB Type-C 3.2 Gen 2,1000,0.342,Black
Western Digital My Passport,https://pcpartpicker.com/product/bD6qqs/western-digital-2-tb-external-hard-drive-wdbyvg0020bwt-wesn,90.99,Portable,USB Type-A 3.2 Gen 1,2000,0.045,White
SanDisk Extreme 900,https://pcpartpicker.com/product/dBjWGX/sandisk-external-hard-drive-sdssdex2960gg25,172.44,Portable,USB Type-A 3.2 Gen 2,960,0.18,
Western Digital easystore,https://pcpartpicker.com/product/k8NYcf/western-digital-easystore-22-tb-external-hard-drive-wdbama0220hbk-nesn,585.99,Desktop,USB Type-A,22000,0.027,Black
SanDisk SDSSDT40-4T00-NA25,https://pcpartpicker.com/product/dNbRsY/western-digital-sandisk-desk-drive-4-tb-external-ssd-sdssdt40-4t00-na25,491,Desktop,USB Type-C 3.2 Gen 2,4000,0.123,Black
Western Digital easystore,https://pcpartpicker.com/product/TZwypg/western-digital-easystore-16-tb-external-hard-drive-wdbama0160hbk-nesn,358.99,Desktop,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",16000,0.022,Black
Western Digital My Book,https://pcpartpicker.com/product/MtXfrH/western-digital-external-hard-drive-wdbfjk0060hbknesn,319.99,Desktop,USB Type-A 3.2 Gen 1,6000,0.053,
Seagate Backup Plus,https://pcpartpicker.com/product/zTXfrH/seagate-external-hard-drive-stdt4000100,,Desktop,USB Type-A 3.2 Gen 1,4000,,
TEAMGROUP M200,https://pcpartpicker.com/product/k9kH99/teamgroup-m200-4-tb-external-ssd-t8fed9004t0c102,370.99,Portable,USB Type-C 3.2 Gen 2x2,4000,0.093,Black
TEAMGROUP PD1000,https://pcpartpicker.com/product/RvXV3C/teamgroup-pd1000-1-tb-external-ssd-t8fed6001t0c108,112.99,Portable,USB Type-C 3.2 Gen 2,1000,0.113,Teal
Lexar SL500,https://pcpartpicker.com/product/zWqrxr/lexar-sl500-512-gb-external-ssd-lsl500x512g-rnbng,,Portable,USB Type-C 3.2 Gen 2x2,512,,Black
Lexar SL500,https://pcpartpicker.com/product/6mTZxr/lexar-sl500-2-tb-external-ssd-lsl500x002t-rnbng,,Portable,USB Type-C 3.2 Gen 2x2,2000,,Black
Lexar SL500,https://pcpartpicker.com/product/WPBzK8/lexar-sl500-4-tb-external-ssd-lsl500x004t-rnbng,,Portable,USB Type-C 3.2 Gen 2x2,4000,,Black
Lexar SL200,https://pcpartpicker.com/product/8Xrqqs/lexar-sl200-2-tb-external-ssd-lsl200x002t-rnnnu,,Portable,USB Type-C 3.2 Gen 1,2000,,Black
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/s6grxr/sabrent-rocket-nano-rugged-512-gb-external-ssd-sb-512-nawp,,Portable,USB Type-C 3.2 Gen 2,512,,Silver
Sabrent Rocket Nano,https://pcpartpicker.com/product/LWLdnQ/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-blk,,Portable,USB Type-C 3.2 Gen 2,2000,,Black
Sabrent Rocket Nano,https://pcpartpicker.com/product/swcG3C/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-blk,,Portable,USB Type-C 3.2 Gen 2,1000,,Black
Sabrent Rocket Nano,https://pcpartpicker.com/product/yGLFf7/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano,,Portable,USB Type-C 3.2 Gen 2,1000,,Silver
Sabrent Rocket Nano,https://pcpartpicker.com/product/Dtnypg/sabrent-rocket-nano-512-gb-external-ssd-sb-512-nano,,Portable,USB Type-C 3.2 Gen 2,512,,Silver
Apricorn NVX,https://pcpartpicker.com/product/RhLdnQ/apricorn-nvx-500-gb-external-ssd-anvx-500gb,340.86,Portable,USB Type-C 3.2 Gen 2,500,0.682,Black
Silicon Power PC60,https://pcpartpicker.com/product/3dvD4D/silicon-power-pc60-960-gb-external-ssd-sp960gbpsdpc60ck,163.62,Portable,USB Type-C 3.2 Gen 2,960,0.17,Black
Silicon Power PC60,https://pcpartpicker.com/product/7ZGhP6/silicon-power-pc60-2-tb-external-ssd-sp020tbpsdpc60ck,447.18,Portable,USB Type-C 3.2 Gen 2,2000,0.224,Black
Crucial X6,https://pcpartpicker.com/product/YFvdnQ/crucial-x6-2-tb-external-ssd-ct2000x6ssd9,,Portable,USB Type-C 3.2 Gen 2,2000,,Black
Seagate One Touch,https://pcpartpicker.com/product/LXD7YJ/seagate-one-touch-1-tb-external-hard-drive-stkb1000403,,Portable,USB Type-A 3.2 Gen 1,1000,,Red
Seagate One Touch,https://pcpartpicker.com/product/BpC48d/seagate-one-touch-1-tb-external-hard-drive-stkg1000401,,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000,,Silver
Western Digital My Passport,https://pcpartpicker.com/product/8vH8TW/western-digital-1-tb-external-hard-drive-wdbyvg0010brd-wesn,101.99,Portable,USB Type-A 3.2 Gen 1,1000,0.102,Red
Samsung T7 Portable,https://pcpartpicker.com/product/xYGnTW/samsung-t7-portable-1-tb-external-ssd-mu-pc1t0ram,235.99,Portable,USB Type-C 3.2 Gen 1,1000,0.236,Red / Silver
Seagate Backup Plus Portable,https://pcpartpicker.com/product/mQCD4D/seagate-5-tb-external-hard-drive-stdr5000102,,Portable,USB Type-A 3.2 Gen 1,5000,,Blue
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/cPMFf7/apricorn-aegis-padlock-30-500-gb-external-hard-drive-a25-3pl256-500,153.88,Portable,USB Type-A 3.2 Gen 1,500,0.308,Black
Western Digital easystore,https://pcpartpicker.com/product/6szXsY/western-digital-easystore-24-tb-external-hard-drive-wdbama0240hbk-nesn,,Desktop,USB Type-A 3.2 Gen 1,24000,,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HLLdnQ/apricorn-aegis-padlock-dt-22-tb-external-hard-drive-adt-3pl256-22tb,17966.99,Desktop,USB Type-A 3.2 Gen 1,22000,0.817,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/XpLdnQ/apricorn-aegis-padlock-dt-18-tb-external-hard-drive-adt-3pl256-18tb,1180.12,Desktop,USB Type-A 3.2 Gen 1,18000,0.066,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HCmxFT/apricorn-aegis-padlock-dt-6-tb-external-hard-drive-adt-3pl256-6000,448.92,Desktop,USB Type-A 3.2 Gen 1,6000,0.075,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/CvQKHx/apricorn-padlock-dt-fips-20-tb-external-hard-drive-adt-3pl256f-20tb,1206,Desktop,USB Type-A 3.2 Gen 1,20000,0.06,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/wvBhP6/apricorn-padlock-dt-fips-12-tb-external-hard-drive-adt-3pl256f-12tb,754.99,Desktop,USB Type-A 3.2 Gen 1,12000,0.063,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/wF9wrH/apricorn-padlock-dt-fips-10-tb-external-hard-drive-adt-3pl256f-10tb,816.99,Desktop,USB Type-A 3.2 Gen 1,10000,0.082,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/G6grxr/apricorn-padlock-dt-fips-6-tb-external-hard-drive-adt-3pl256f-6000,467.92,Desktop,USB Type-A 3.2 Gen 1,6000,0.078,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/LKQKHx/apricorn-padlock-dt-fips-4-tb-external-hard-drive-adt-3pl256f-4000,380,Desktop,USB Type-A 3.2 Gen 1,4000,0.095,Black
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/NTxxFT/apricorn-padlock-dt-fips-2-tb-external-hard-drive-adt-3pl256f-2000,247.88,Desktop,USB Type-A 3.2 Gen 1,2000,0.124,Black
Koss Kanguru Ultra,https://pcpartpicker.com/product/fcPQzy/koss-kanguru-ultra-2-tb-external-ssd-u3nvmwp2t,,Desktop,USB Type-C,2000,,Black
Seagate One Touch,https://pcpartpicker.com/product/YcJgXL/seagate-one-touch-14-tb-external-hard-drive-stlc14000400,,Desktop,USB Type-A 3.2 Gen 1,14000,,Black
Seagate Backup Plus,https://pcpartpicker.com/product/qd3RsY/seagate-backup-plus-4-tb-external-hard-drive-stca4000100,,Desktop,USB Type-A 3.2 Gen 1,4000,,Black
Western Digital easystore,https://pcpartpicker.com/product/BzfnTW/western-digital-easystore-12-tb-external-hard-drive-wdbama0120hbk-nesn,,Desktop,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",12000,,Black
LaCie Porsche Design,https://pcpartpicker.com/product/88rRsY/lacie-porsche-design-1-tb-external-hard-drive-lac302000,,Desktop,USB Type-A 3.2 Gen 1,1000,,Silver
Western Digital easystore,https://pcpartpicker.com/product/xjhmP6/western-digital-easystore-10-tb-external-hard-drive-wdbcka0100hbk-nesn,,Desktop,USB Type-A 3.2 Gen 2,10000,,Black
Western Digital easystore,https://pcpartpicker.com/product/hxbCmG/western-digital-easystore-14-tb-external-hard-drive-wdbcka0140hbk-nesn,,Desktop,USB Type-A 3.2 Gen 1,14000,,
Verbatim 99399,https://pcpartpicker.com/product/QFvbt6/verbatim-4-tb-external-hard-drive-99399,,Desktop,USB Type-A 3.2 Gen 1,4000,,Black
Western Digital My Book Duo,https://pcpartpicker.com/product/QdH8TW/western-digital-my-book-duo-12-tb-external-hard-drive-wdbfbe0120jbk-nesn,,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",12000,,Black
Western Digital My Book Duo,https://pcpartpicker.com/product/qHGnTW/western-digital-my-book-duo-6-tb-external-hard-drive-wdbfbe0060jbk-nesn,,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",6000,,Black
Western Digital My Book Duo,https://pcpartpicker.com/product/gn6qqs/western-digital-my-book-duo-4-tb-external-hard-drive-wdbfbe0040jbk-nesn,,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",4000,,Black
Western Digital My Book,https://pcpartpicker.com/product/npBTwP/western-digital-my-book-3tb-external-hard-drive-wdbbgb0030hbk-nesn,,Desktop,USB Type-A 3.2 Gen 1,3000,,Black
Seagate Backup Plus Hub,https://pcpartpicker.com/product/7Q66Mp/seagate-backup-plus-hub-10tb-external-hard-drive-stel10000400,,Desktop,USB Type-A 3.2 Gen 1,10000,,Black
G-Technology G-DRIVE,https://pcpartpicker.com/product/QLL7YJ/g-technology-3tb-external-hard-drive-0g02534,,Desktop,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",3000,,
Edge Tech EDGDG-236236-PE,https://pcpartpicker.com/product/Jm8H99/edge-tech-external-hard-drive-edgdg236236pe,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Buslink CipherShield,https://pcpartpicker.com/product/qhqbt6/buslink-external-hard-drive-cse6tu3kkb,,Desktop,USB Type-A 3.2 Gen 1,6000,,
Seagate Expansion,https://pcpartpicker.com/product/nLDzK8/seagate-external-hard-drive-steb3000100,,Desktop,USB Type-A 3.2 Gen 1,3000,,
LaCie Porsche Design,https://pcpartpicker.com/product/pycMnQ/lacie-external-hard-drive-9000604,,Desktop,USB Type-A 3.2 Gen 1,8000,,
Toshiba Canvio Desk,https://pcpartpicker.com/product/w46BD3/toshiba-external-hard-drive-hdwc130xk3j1,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Toshiba Canvio Desk,https://pcpartpicker.com/product/PyvRsY/toshiba-external-hard-drive-hdwc120xk3j1,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Transcend StoreJet 35T3,https://pcpartpicker.com/product/Fr2kcf/transcend-external-hard-drive-ts2tsj35t3,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Transcend StoreJet 35T3,https://pcpartpicker.com/product/MDphP6/transcend-external-hard-drive-ts3tsj35t3,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Imation Apollo Pro UX,https://pcpartpicker.com/product/bf6BD3/imation-external-hard-drive-27385,,Desktop,USB Type-A 2.0,1000,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/PL6BD3/apricom-external-hard-drive-adt3pl1281000,,Desktop,USB Type-A 3.2 Gen 1,1000,,
Buslink CSC-2T-U3,https://pcpartpicker.com/product/sH6BD3/buslink-external-hard-drive-csc2tu3,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Buslink CSC-1T-U2,https://pcpartpicker.com/product/gCfp99/buslink-external-hard-drive-csc1tu2,,Desktop,USB Type-A 2.0,1000,,
Buslink CRF-2T-U2,https://pcpartpicker.com/product/XMnG3C/buslink-external-hard-drive-crf2tu2,,Desktop,USB Type-A 2.0,2000,,
Axiom USB3HD35S500-AX,https://pcpartpicker.com/product/3Zg323/axiom-external-hard-drive-usb3hd35s500ax,,Desktop,,500,,
Axiom USB3HD35S3TB-AX,https://pcpartpicker.com/product/tn3RsY/axiom-external-hard-drive-usb3hd35s3tbax,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Axiom USB3HD35S2TB-AX,https://pcpartpicker.com/product/j9fp99/axiom-external-hard-drive-usb3hd35s2tbax,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Axiom USB3HD35S250-AX,https://pcpartpicker.com/product/8JvRsY/axiom-external-hard-drive-usb3hd35s250ax,,Desktop,,250,,
Axiom USB3HD35S1TB-AX,https://pcpartpicker.com/product/K4R48d/axiom-external-hard-drive-usb3hd35s1tbax,,Desktop,USB Type-A 3.2 Gen 1,1000,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/sm4gXL/apricorn-aegis-padlock-dt-2-tb-external-hard-drive-adt-3pl256-2000,267.4,Desktop,USB Type-A 3.2 Gen 1,2000,0.134,Black
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HRLypg/apricom-external-hard-drive-adt3pl2561000,,Desktop,USB Type-A 3.2 Gen 1,1000,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/sG7wrH/apricom-external-hard-drive-adt3pl1282000,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Hitachi HGST Touro Desk Pro,https://pcpartpicker.com/product/YTXfrH/hitachi-external-hard-drive-0s03503,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Hitachi HGST Touro Desk,https://pcpartpicker.com/product/yB8Zxr/hitachi-external-hard-drive-0s03396,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Seagate Backup Plus,https://pcpartpicker.com/product/vwTmP6/seagate-external-hard-drive-stdu3000101,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Seagate Backup Plus,https://pcpartpicker.com/product/b3Crxr/seagate-external-hard-drive-stdt6000100,,Desktop,USB Type-A 3.2 Gen 1,6000,,
Seagate Backup Plus,https://pcpartpicker.com/product/tGW9TW/seagate-external-hard-drive-stdt2000100,221.99,Desktop,USB Type-A 3.2 Gen 1,2000,0.111,
Seagate Expansion,https://pcpartpicker.com/product/VpZQzy/seagate-external-hard-drive-stbv5000100,,Desktop,USB Type-A 3.2 Gen 1,5000,,
Seagate FreeAgent GoFlex Desk,https://pcpartpicker.com/product/XFckcf/seagate-external-hard-drive-st310005fdb2e1rk,,Desktop,USB Type-A 2.0,1000,,
Samsung D3 Station,https://pcpartpicker.com/product/k7PzK8/samsung-external-hard-drive-stshxd501tdb,,Desktop,USB Type-A 3.2 Gen 1,5000,,
Samsung D3 Station,https://pcpartpicker.com/product/xd4gXL/samsung-external-hard-drive-stshxd401tdb,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Samsung D3 Station,https://pcpartpicker.com/product/2yp323/samsung-external-hard-drive-stshxd301tdb,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Samsung D3 Station,https://pcpartpicker.com/product/hwrcCJ/samsung-external-hard-drive-stshxd201tdb,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Samsung D3 Station,https://pcpartpicker.com/product/sTwqqs/samsung-external-hard-drive-hxd401tdbg,,Desktop,,4000,,
Samsung D3 Station,https://pcpartpicker.com/product/wf6BD3/samsung-external-hard-drive-hxd301tdbg,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Samsung D3 Station,https://pcpartpicker.com/product/gH6BD3/samsung-external-hard-drive-hxd201tdbg,,Desktop,USB Type-A 3.2 Gen 1,2000,,
LaCie d2,https://pcpartpicker.com/product/bMnG3C/lacie-external-hard-drive-9000493u,,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",4000,,
LaCie d2,https://pcpartpicker.com/product/tFfmP6/lacie-external-hard-drive-9000492u,,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",3000,,
LaCie d2 Quadra,https://pcpartpicker.com/product/hhR48d/lacie-external-hard-drive-9000481u,,Desktop,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",5000,,
LaCie 2big,https://pcpartpicker.com/product/HXg323/lacie-external-hard-drive-9000478,,Desktop,Thunderbolt,10000,,
LaCie 4big Quadra,https://pcpartpicker.com/product/fh4gXL/lacie-external-hard-drive-9000319u,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",8000,,
LaCie Minimus,https://pcpartpicker.com/product/yXg323/lacie-external-hard-drive-302004,,Desktop,USB Type-A 3.2 Gen 1,3000,,
LaCie d2,https://pcpartpicker.com/product/3LrcCJ/lacie-external-hard-drive-9000472u,,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",6000,,
LaCie Porsche Design,https://pcpartpicker.com/product/2szv6h/lacie-external-hard-drive-9000385,,Desktop,USB Type-A 3.2 Gen 1,4000,,
LaCie 2big Quadra,https://pcpartpicker.com/product/th4gXL/lacie-external-hard-drive-9000354,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",6000,,
LaCie d2,https://pcpartpicker.com/product/q2phP6/lacie-external-hard-drive-9000353,,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",3000,,
LaCie 4big Quadra,https://pcpartpicker.com/product/ytw323/lacie-external-hard-drive-9000351u,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",12000,,
LaCie Little Big Disk,https://pcpartpicker.com/product/tMqdnQ/lacie-external-hard-drive-9000350,,Desktop,Thunderbolt,1000,,
LaCie 4big Quadra,https://pcpartpicker.com/product/pdphP6/lacie-external-hard-drive-9000330u,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",16000,,
LaCie 2big Quadra,https://pcpartpicker.com/product/J2phP6/lacie-external-hard-drive-9000316,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",4000,,
LaCie d2,https://pcpartpicker.com/product/gnZQzy/lacie-external-hard-drive-9000303,,Desktop,"Thunderbolt, USB Type-A 3.2 Gen 1",4000,,
Western Digital My Book for Mac,https://pcpartpicker.com/product/dd3RsY/western-digital-external-hard-drive-wdbycc0030hbknesn,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Western Digital My Book for Mac,https://pcpartpicker.com/product/3Lh9TW/western-digital-external-hard-drive-wdbycc0020hbknesn,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/wXXfrH/western-digital-external-hard-drive-wdbwlg0020hbknesn,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Western Digital My Book,https://pcpartpicker.com/product/HXTmP6/western-digital-external-hard-drive-wdbfjk0020hbknesn,159.99,Desktop,USB Type-A 3.2 Gen 1,2000,0.08,
Western Digital My Book,https://pcpartpicker.com/product/ZGW9TW/western-digital-external-hard-drive-wdbeks0030hbknesn,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Western Digital My Book Studio,https://pcpartpicker.com/product/rxDwrH/western-digital-external-hard-drive-wdbc3g0030halnesn,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 2.0",3000,,
Western Digital My Book Studio,https://pcpartpicker.com/product/VNfp99/western-digital-external-hard-drive-wdbc3g0020halnesn,,Desktop,"IEEE 1394B 9-Pin, USB Type-A 2.0",2000,,
LaCie Blade Runner,https://pcpartpicker.com/product/pTsKHx/lacie-external-hard-drive-9000119,,Desktop,USB Type-A 3.2 Gen 1,4000,,
LaCie Minimus,https://pcpartpicker.com/product/HG7wrH/lacie-external-hard-drive-301967,,Desktop,USB Type-A 3.2 Gen 1,2000,,
LaCie d2 Quadra,https://pcpartpicker.com/product/YNR48d/lacie-external-hard-drive-301549u,,Desktop,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",3000,,
LaCie d2 Quadra,https://pcpartpicker.com/product/h9fp99/lacie-external-hard-drive-301543u,,Desktop,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",2000,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/VfJwrH/buffalo-technology-external-hard-drive-ssdwa256t,,Desktop,Thunderbolt,256,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/TFBv6h/buffalo-technology-external-hard-drive-ssdwa10t,,Desktop,Thunderbolt,1000,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/cRLypg/buffalo-technology-external-hard-drive-hdwl8tu3r1,,Desktop,USB Type-A 3.2 Gen 1,8000,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/CMBv6h/buffalo-technology-external-hard-drive-hdwl6tu3r1,,Desktop,USB Type-A 3.2 Gen 1,6000,,
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/Lmn2FT/buffalo-technology-external-hard-drive-hdwl2tu3r1,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/QPMFf7/buffalo-technology-external-hard-drive-hdlx30tu3,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/4TsKHx/buffalo-technology-external-hard-drive-hdlx20tu3,,Desktop,USB Type-A 3.2 Gen 1,2000,,
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/gB8Zxr/buffalo-technology-external-hard-drive-hdlx10tu3,,Desktop,USB Type-A 3.2 Gen 1,1000,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/HbW9TW/buffalo-technology-external-hard-drive-hdlc40u3,,Desktop,USB Type-A 3.2 Gen 1,4000,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/dTsKHx/buffalo-technology-external-hard-drive-hdlc30u3,,Desktop,USB Type-A 3.2 Gen 1,3000,,
Buffalo Technology DriveStation Combo 4,https://pcpartpicker.com/product/fRLypg/buffalo-technology-external-hard-drive-hdhs20tq,,Desktop,"IEEE 1394A 6-Pin, IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 2.0",2000,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/g2phP6/buffalo-technology-external-hard-drive-hdhs10tq,,Desktop,"IEEE 1394A 6-Pin, IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 2.0",1000,,
Buffalo Technology DriveStation,https://pcpartpicker.com/product/sxn2FT/buffalo-technology-external-hard-drive-hdlc20u3,,Desktop,USB Type-A 3.2 Gen 1,2000,,
